arrive_or_depart,schedule,airline,flight_number,gate,terminal
D,2018-06-01T08:05:00,Southwest Airlines,1513,C18,4
D,2018-06-01T08:05:00,Southwest Airlines,1651,C7,4
D,2018-06-01T08:05:00,Southwest Airlines,1861,C1,4
A,2018-06-01T08:05:00,United Airlines,368,7,2
D,2018-06-01T08:05:00,Southwest Airlines,2096,C4,4
D,2018-06-01T08:10:00,Southwest Airlines,1454,C9,4
A,2018-06-01T08:13:00,American Airlines,406,B24,4
A,2018-06-01T08:13:00,American Airlines,296,B13,4
A,2018-06-01T08:13:00,American Airlines,5947,B18,4
D,2018-06-01T08:15:00,Southwest Airlines,980,D5,4
D,2018-06-01T08:15:00,Southwest Airlines,1762,C16,4
D,2018-06-01T08:15:00,United Airlines,316,8,2
A,2018-06-01T08:20:00,Southwest Airlines,867,D4,4
A,2018-06-01T08:20:00,Delta Air Lines,1514,17,3
A,2018-06-01T08:21:00,American Airlines,5785,B28,4
D,2018-06-01T08:25:00,Southwest Airlines,8624,C14,4
D,2018-06-01T08:30:00,Southwest Airlines,336,D3,4
D,2018-06-01T08:30:00,American Airlines,5718,B19,4
D,2018-06-01T08:32:00,American Airlines,1899,A11,4
D,2018-06-01T08:33:00,American Airlines,1694,A12,4
D,2018-06-01T08:34:00,American Airlines,1630,B8,4
D,2018-06-01T08:35:00,Southwest Airlines,1095,C17,4
A,2018-06-01T08:35:00,Southwest Airlines,353,C13,4
A,2018-06-01T08:35:00,Southwest Airlines,1520,C6,4
D,2018-06-01T08:35:00,American Airlines,532,A19,4
D,2018-06-01T08:35:00,United Airlines,2137,6B,2
D,2018-06-01T08:36:00,American Airlines,499,A9,4
D,2018-06-01T08:37:00,American Airlines,595,B14,4
D,2018-06-01T08:39:00,American Airlines,610,B25,4
A,2018-06-01T08:40:00,Southwest Airlines,1926,C17,4
D,2018-06-01T08:40:00,American Airlines,458,A23,4
D,2018-06-01T08:40:00,American Airlines,554,A25,4
A,2018-06-01T08:41:00,Frontier Airlines,749,20,3
